concert_end_hour,day_type,concert_size,weather,time_since_end_minutes,distance_to_pickup_meters,surge_multiplier
22,weekday,medium,cloudy,11,120,2.79
22,weekday,medium,cloudy,24,380,2.05
23,weekday,large,cloudy,84,380,1.22
21,weekday,large,cloudy,14,450,2.28
23,weekday,small,cloudy,32,450,1.56
20,weekend,small,cloudy,73,650,1.15
22,weekday,large,cloudy,86,450,1.08
21,weekday,medium,cloudy,71,650,1.05
22,weekday,medium,cloudy,12,380,2.46
20,weekend,medium,cloudy,42,450,1.99
22,weekend,small,cloudy,13,450,1.89
22,weekday,large,cloudy,46,450,1.9
23,weekday,medium,cloudy,9,450,2.49
21,weekday,medium,cloudy,3,380,2.21
21,weekend,medium,cloudy,20,120,3.1
21,weekday,medium,cloudy,44,650,1.39
21,weekend,small,cloudy,85,380,1.39
21,weekday,medium,cloudy,15,450,2.06
19,weekend,medium,cloudy,22,900,1.79
23,weekday,large,cloudy,31,650,2.08
22,weekday,large,cloudy,50,900,1.52
22,weekend,medium,cloudy,52,120,2.8
22,weekend,small,cloudy,87,380,1.47
20,weekday,medium,cloudy,0,380,2.13
23,weekday,small,cloudy,78,650,1.08
21,weekend,large,cloudy,42,650,2.05
21,weekend,large,cloudy,11,650,3.32
23,weekday,small,cloudy,17,450,1.59
21,weekday,medium,cloudy,52,120,1.74
21,weekday,medium,cloudy,36,650,1.5
20,weekday,medium,cloudy,45,650,1.2
20,weekday,medium,cloudy,62,380,1.28
23,weekday,medium,cloudy,36,650,1.76
20,weekday,small,cloudy,43,380,1.33
19,weekday,large,cloudy,14,120,2.41
23,weekend,medium,cloudy,12,380,3.35
21,weekday,medium,cloudy,25,650,1.5
23,weekend,medium,cloudy,38,450,2.71
23,weekday,large,cloudy,62,650,1.54
22,weekend,large,cloudy,64,650,1.78
20,weekday,medium,cloudy,0,450,2.0
21,weekday,small,cloudy,37,650,1.15
22,weekday,large,cloudy,15,380,2.81
21,weekday,small,cloudy,15,650,1.17
22,weekday,small,cloudy,11,900,1.15
21,weekend,medium,cloudy,33,900,1.65
23,weekday,large,cloudy,59,450,1.97
20,weekday,large,cloudy,31,380,2.11
21,weekday,medium,cloudy,34,120,2.19
20,weekday,medium,clear,11,450,1.87
24,weekday,medium,cloudy,80,650,1.27
23,weekend,small,cloudy,12,450,2.13
22,weekday,medium,cloudy,40,450,1.8
22,weekday,small,cloudy,57,380,1.4
21,weekday,medium,clear,60,450,1.16
21,weekend,small,cloudy,14,380,1.89
23,weekday,medium,cloudy,11,650,1.87
21,weekend,large,cloudy,85,380,1.4
22,weekday,medium,clear,54,380,1.52
21,weekday,large,cloudy,26,900,1.76
23,weekday,large,cloudy,62,120,2.14
23,weekday,large,cloudy,36,380,2.59
22,weekday,small,cloudy,51,650,1.15
23,weekend,large,cloudy,57,380,2.8
21,weekday,large,cloudy,15,650,2.15
22,weekday,medium,clear,74,380,1.23
23,weekday,large,cloudy,30,650,2.21
22,weekday,large,cloudy,76,380,1.29
21,weekday,small,cloudy,51,380,1.26
21,weekend,medium,cloudy,24,450,2.34
22,weekday,large,cloudy,20,380,2.76
22,weekend,large,cloudy,63,900,1.55
21,weekday,medium,cloudy,19,900,1.55
21,weekend,large,cloudy,34,900,2.15
22,weekday,medium,cloudy,54,380,1.79
22,weekday,small,cloudy,32,120,1.67
23,weekend,medium,cloudy,34,120,3.35
21,weekend,medium,cloudy,52,380,2.07
22,weekday,small,cloudy,70,380,1.26
22,weekday,medium,cloudy,18,450,2.08
23,weekday,large,cloudy,12,450,2.95
22,weekday,small,cloudy,83,120,1.2
23,weekday,large,cloudy,56,120,2.43
22,weekend,medium,cloudy,84,450,1.45
21,weekday,large,cloudy,36,650,1.76
23,weekday,medium,cloudy,52,120,2.06
22,weekend,large,cloudy,64,380,2.25
24,weekend,medium,cloudy,30,650,2.62
23,weekend,large,cloudy,79,900,1.4
21,weekday,large,rain,17,380,3.37
23,weekend,small,cloudy,29,900,1.69
23,weekend,medium,cloudy,79,900,1.29
23,weekday,large,clear,84,650,1.0
19,weekday,medium,cloudy,38,650,1.29
21,weekend,large,cloudy,30,380,2.98
22,weekend,small,cloudy,48,380,1.7
23,weekend,medium,cloudy,14,380,3.39
22,weekend,medium,cloudy,83,450,1.52
22,weekday,large,cloudy,46,450,2.01
21,weekday,medium,cloudy,29,120,2.3
23,weekday,small,cloudy,77,650,1.08
20,weekday,small,cloudy,86,380,1.0
19,weekend,large,cloudy,57,450,1.97
19,weekend,medium,cloudy,86,380,1.11
19,weekday,medium,cloudy,61,120,1.44
22,weekday,medium,cloudy,86,120,1.33
23,weekend,medium,cloudy,50,450,2.28
22,weekend,medium,cloudy,56,900,1.36
22,weekend,medium,cloudy,3,450,3.05
22,weekday,medium,cloudy,53,120,1.81
19,weekend,large,cloudy,58,450,1.82
20,weekday,medium,clear,78,650,1.0
21,weekday,medium,cloudy,9,380,2.11
23,weekday,small,cloudy,89,380,1.16
21,weekday,medium,clear,45,900,1.0
21,weekend,large,cloudy,11,380,3.5
22,weekend,medium,cloudy,60,900,1.59
21,weekday,small,cloudy,23,380,1.4
23,weekend,medium,cloudy,85,380,1.65
22,weekend,medium,cloudy,0,380,3.25
22,weekday,medium,cloudy,24,450,1.84
21,weekday,medium,cloudy,9,450,2.12
24,weekend,medium,cloudy,52,380,2.47
19,weekday,large,cloudy,36,380,1.87
22,weekday,large,cloudy,33,900,1.75
22,weekday,small,cloudy,10,120,1.78
22,weekday,small,cloudy,21,450,1.44
22,weekday,small,cloudy,41,450,1.25
23,weekday,small,cloudy,3,650,1.4
19,weekend,large,cloudy,42,380,2.32
20,weekend,medium,cloudy,37,120,2.5
22,weekday,medium,cloudy,5,380,2.11
22,weekend,small,cloudy,57,120,2.1
23,weekday,medium,cloudy,0,380,2.77
23,weekday,medium,rain,34,380,2.5
23,weekend,large,cloudy,47,380,2.88
21,weekend,medium,cloudy,37,120,2.75
21,weekend,medium,cloudy,41,380,2.32
23,weekend,medium,cloudy,77,380,1.9
24,weekday,medium,cloudy,57,450,1.67
20,weekend,large,cloudy,36,380,2.59
20,weekday,small,cloudy,23,650,1.0
24,weekday,large,cloudy,53,380,2.29
19,weekend,medium,cloudy,63,120,1.96
24,weekday,large,cloudy,52,900,1.63
22,weekend,medium,cloudy,75,380,1.79
22,weekday,medium,cloudy,78,450,1.15
20,weekend,large,cloudy,10,380,3.31
23,weekday,medium,clear,49,450,1.6
22,weekend,small,cloudy,73,380,1.46
23,weekday,medium,cloudy,89,380,1.26
23,weekday,medium,cloudy,61,380,1.72
22,weekend,medium,cloudy,33,450,2.48
22,weekend,small,cloudy,6,380,2.07
24,weekday,large,cloudy,75,380,1.68
20,weekday,medium,cloudy,63,650,1.08
23,weekend,small,cloudy,61,900,1.43
20,weekday,medium,cloudy,43,450,1.65
19,weekday,medium,cloudy,38,650,1.31
22,weekday,medium,cloudy,21,380,1.87
21,weekday,medium,cloudy,33,650,1.59
21,weekend,small,cloudy,86,900,1.04
24,weekend,medium,cloudy,1,120,3.5
22,weekday,medium,clear,44,380,1.74
22,weekday,medium,cloudy,25,380,2.15
23,weekday,medium,cloudy,81,380,1.4
19,weekday,small,cloudy,62,900,1.0
22,weekday,large,cloudy,49,450,1.92
22,weekday,small,cloudy,27,380,1.5
22,weekday,small,cloudy,20,650,1.37
22,weekend,medium,cloudy,66,450,1.76
23,weekend,medium,cloudy,51,380,2.19
21,weekday,large,cloudy,16,450,2.41
22,weekday,medium,cloudy,52,650,1.47
22,weekday,medium,cloudy,73,450,1.41
19,weekday,medium,cloudy,14,450,1.64
23,weekday,medium,cloudy,3,380,2.57
21,weekday,large,cloudy,8,380,2.57
22,weekday,small,cloudy,86,120,1.42
20,weekday,medium,cloudy,53,650,1.35
21,weekday,large,rain,29,120,3.27
21,weekday,large,cloudy,58,650,1.36
19,weekday,small,rain,29,380,1.45
23,weekday,small,cloudy,29,120,1.87
21,weekend,medium,cloudy,61,380,1.76
24,weekday,large,cloudy,21,650,2.62
23,weekday,medium,cloudy,1,380,2.59
22,weekday,large,cloudy,18,120,3.25
23,weekend,large,cloudy,40,380,2.96
22,weekday,medium,cloudy,41,450,1.62
20,weekday,large,cloudy,11,380,2.33
23,weekday,medium,cloudy,13,120,2.52
22,weekend,medium,cloudy,52,450,2.17
22,weekday,large,cloudy,13,380,2.72
23,weekend,small,cloudy,20,380,2.28
19,weekend,medium,cloudy,70,650,1.18
19,weekday,large,cloudy,0,120,2.92
21,weekend,small,cloudy,8,650,1.57
21,weekday,medium,cloudy,51,380,1.65
23,weekend,medium,cloudy,58,120,2.48
21,weekend,medium,cloudy,22,120,2.92
21,weekend,medium,cloudy,46,120,2.64
22,weekday,small,cloudy,33,120,1.66
23,weekend,medium,cloudy,23,380,2.84
22,weekday,medium,cloudy,9,900,1.75
22,weekday,small,cloudy,56,900,1.02
22,weekend,large,cloudy,14,380,3.23
20,weekend,medium,cloudy,63,380,1.7
21,weekend,large,cloudy,34,120,3.3
21,weekday,medium,cloudy,8,900,1.57
19,weekday,small,rain,55,900,1.0
23,weekend,large,cloudy,86,380,1.65
19,weekday,medium,cloudy,49,380,1.48
23,weekday,small,cloudy,9,650,1.42
21,weekday,large,cloudy,58,120,1.92
23,weekday,small,cloudy,33,120,1.82
22,weekday,large,cloudy,78,380,1.31
21,weekend,medium,cloudy,45,650,1.71
21,weekend,medium,cloudy,85,900,1.07
23,weekday,small,cloudy,10,650,1.5
23,weekday,medium,cloudy,78,380,1.44
21,weekday,medium,clear,21,380,1.72
23,weekday,medium,cloudy,35,650,1.87
22,weekday,medium,clear,40,380,1.65
24,weekend,medium,cloudy,24,380,3.46
20,weekend,medium,cloudy,61,120,1.86
23,weekday,medium,cloudy,57,380,1.65
22,weekday,large,cloudy,35,650,1.93
22,weekend,small,cloudy,74,450,1.44
20,weekday,large,cloudy,44,450,1.88
22,weekend,small,cloudy,90,450,1.33
20,weekend,medium,cloudy,19,650,2.01
24,weekday,medium,cloudy,13,120,3.03
22,weekday,large,cloudy,46,120,2.39
22,weekday,large,cloudy,56,650,1.57
21,weekday,medium,cloudy,19,650,1.71
22,weekday,medium,cloudy,32,650,1.77
20,weekday,medium,cloudy,13,650,1.72
19,weekday,large,rain,24,380,2.49
20,weekday,large,cloudy,50,450,1.73
23,weekend,medium,cloudy,25,450,2.7
21,weekday,large,cloudy,28,650,1.97
20,weekday,medium,cloudy,5,450,1.97
23,weekday,large,cloudy,25,380,2.79
22,weekend,medium,cloudy,15,450,2.86
20,weekday,large,clear,38,900,1.28
22,weekday,large,cloudy,69,450,1.37
23,weekday,small,cloudy,12,120,2.04
20,weekday,medium,rain,88,450,1.07
19,weekday,medium,cloudy,55,900,1.0
22,weekday,large,cloudy,11,650,2.41
22,weekday,large,cloudy,83,120,1.55
21,weekday,medium,clear,24,380,1.61
21,weekend,small,cloudy,9,120,2.23
22,weekday,medium,cloudy,68,380,1.6
21,weekday,large,cloudy,10,900,2.1
22,weekday,medium,cloudy,77,450,1.29
21,weekday,medium,cloudy,33,450,1.7
21,weekday,small,cloudy,19,380,1.52
22,weekday,medium,cloudy,87,650,1.0
21,weekend,small,cloudy,13,120,2.23
24,weekday,medium,clear,55,380,1.79
23,weekday,small,cloudy,38,380,1.55
23,weekend,small,cloudy,38,380,2.19
23,weekday,small,cloudy,7,120,1.83
19,weekend,large,cloudy,17,120,3.48
21,weekend,large,cloudy,3,120,3.5
19,weekend,large,cloudy,6,900,2.21
22,weekend,medium,cloudy,42,650,2.02
21,weekday,small,cloudy,90,120,1.19
19,weekday,small,cloudy,71,120,1.11
24,weekday,large,cloudy,72,450,1.73
21,weekday,small,cloudy,43,380,1.37
22,weekend,medium,cloudy,21,380,2.92
23,weekend,medium,cloudy,28,380,3.0
21,weekend,large,cloudy,78,450,1.5
23,weekend,medium,cloudy,34,120,2.84
23,weekday,large,cloudy,23,650,2.36
23,weekend,small,cloudy,10,380,2.23
21,weekday,medium,cloudy,71,380,1.23
21,weekday,large,cloudy,65,900,1.13
22,weekday,large,clear,45,450,1.86
23,weekend,large,cloudy,82,380,1.85
20,weekend,small,cloudy,52,380,1.41
21,weekend,small,cloudy,39,380,1.85
23,weekday,medium,cloudy,1,900,1.79
22,weekday,large,clear,15,650,2.25
21,weekday,small,cloudy,56,380,1.22
22,weekday,large,cloudy,60,450,1.78
23,weekend,medium,cloudy,40,450,2.39
23,weekday,small,cloudy,46,650,1.21
22,weekday,large,cloudy,27,450,2.57
22,weekday,medium,cloudy,22,650,1.64
23,weekend,large,cloudy,6,450,3.5
22,weekday,large,cloudy,21,650,2.2
21,weekday,large,clear,30,450,1.78
21,weekday,small,cloudy,65,380,1.14
23,weekday,medium,cloudy,42,380,2.04
21,weekday,medium,cloudy,16,450,2.11
23,weekday,medium,cloudy,18,380,2.28
22,weekend,medium,cloudy,15,650,2.62
24,weekend,medium,cloudy,26,380,2.84
23,weekday,medium,cloudy,29,450,2.03
21,weekday,medium,cloudy,2,650,2.0
23,weekend,medium,cloudy,36,650,2.26
22,weekday,medium,cloudy,34,380,2.18
21,weekend,small,cloudy,72,450,1.47
23,weekday,medium,cloudy,72,650,1.2
20,weekend,small,cloudy,85,650,1.03
22,weekday,medium,cloudy,18,900,1.64
22,weekday,large,cloudy,42,380,2.15
21,weekday,small,cloudy,71,120,1.42
19,weekday,medium,cloudy,64,380,1.16
23,weekday,large,cloudy,25,380,2.76
23,weekday,medium,cloudy,34,120,2.57
20,weekday,medium,cloudy,28,650,1.47
22,weekday,medium,cloudy,55,380,1.63
21,weekday,large,cloudy,21,120,2.85
23,weekday,medium,cloudy,4,380,2.46
19,weekday,small,cloudy,44,120,1.34
24,weekend,medium,cloudy,33,380,2.85
22,weekday,medium,rain,61,380,1.71
24,weekday,medium,cloudy,63,900,1.32
22,weekday,small,clear,42,120,1.46
19,weekend,medium,cloudy,84,650,1.06
22,weekday,medium,cloudy,69,900,1.0
23,weekday,medium,cloudy,75,450,1.44
24,weekday,large,cloudy,35,900,1.87
19,weekend,medium,cloudy,59,900,1.24
22,weekend,medium,cloudy,6,380,3.1
22,weekend,small,cloudy,14,650,1.57
22,weekday,large,cloudy,70,450,1.34
22,weekday,medium,cloudy,32,900,1.38
22,weekday,medium,cloudy,14,450,2.0
22,weekday,medium,clear,81,380,1.12
22,weekday,large,cloudy,0,450,2.95
23,weekday,medium,cloudy,22,120,2.79
19,weekday,medium,clear,36,120,1.51
21,weekday,medium,cloudy,11,380,2.18
21,weekday,small,cloudy,13,900,1.09
23,weekday,medium,cloudy,82,450,1.32
21,weekday,large,cloudy,10,120,3.13
22,weekend,medium,cloudy,66,380,1.83
22,weekday,small,cloudy,85,380,1.21
21,weekday,large,cloudy,25,650,1.98
24,weekend,medium,cloudy,28,380,3.25
21,weekday,medium,cloudy,71,450,1.3
20,weekday,medium,cloudy,17,120,2.28
23,weekday,medium,clear,24,450,2.02
24,weekday,medium,cloudy,67,380,1.67
22,weekend,medium,cloudy,9,380,2.82
21,weekday,small,cloudy,88,380,1.0
20,weekday,medium,cloudy,18,450,1.84
21,weekday,medium,cloudy,25,650,1.66
23,weekday,small,cloudy,40,900,1.16
23,weekend,large,cloudy,42,650,2.5
24,weekday,medium,cloudy,77,900,1.1
20,weekday,small,clear,65,380,1.0
21,weekend,small,cloudy,54,380,1.71
23,weekday,large,cloudy,24,120,3.04
19,weekday,large,cloudy,56,380,1.57
23,weekday,small,cloudy,80,120,1.48
21,weekday,medium,clear,65,380,1.25
23,weekday,small,cloudy,84,380,1.28
20,weekday,large,cloudy,19,650,2.03
23,weekday,medium,cloudy,58,900,1.33
24,weekend,large,cloudy,65,120,2.91
24,weekday,medium,clear,17,450,2.21
20,weekday,medium,cloudy,67,650,1.14
23,weekday,medium,cloudy,41,120,2.25
20,weekday,medium,cloudy,48,650,1.19
24,weekday,small,cloudy,90,120,1.48
22,weekday,medium,cloudy,32,120,2.36
23,weekday,medium,cloudy,36,380,1.89
22,weekend,medium,cloudy,47,120,2.7
24,weekend,large,cloudy,68,900,1.8
21,weekday,small,cloudy,51,450,1.12
21,weekday,small,cloudy,47,380,1.13
21,weekday,medium,cloudy,16,120,2.26
21,weekend,small,cloudy,68,380,1.47
22,weekday,medium,cloudy,10,380,2.14
23,weekday,medium,clear,64,450,1.3
23,weekend,large,cloudy,63,450,2.49
22,weekend,small,cloudy,19,450,1.87
21,weekday,small,clear,51,380,1.09
20,weekday,medium,cloudy,55,380,1.46
21,weekend,large,cloudy,38,380,2.8
22,weekday,small,cloudy,10,380,1.63
22,weekday,medium,cloudy,41,650,1.41
22,weekend,medium,cloudy,17,120,3.24
19,weekday,large,cloudy,26,900,1.44
21,weekday,medium,cloudy,24,120,2.48
23,weekday,medium,cloudy,18,450,2.28
20,weekday,medium,clear,5,380,1.93
21,weekend,medium,cloudy,79,650,1.19
21,weekday,large,cloudy,77,650,1.06
22,weekday,medium,cloudy,11,450,2.16
22,weekday,large,cloudy,15,450,2.52
23,weekday,medium,cloudy,4,450,2.44
23,weekday,medium,cloudy,18,380,2.3
22,weekday,medium,cloudy,7,380,2.11
21,weekday,medium,cloudy,26,120,2.23
22,weekday,medium,cloudy,3,650,2.11
24,weekend,large,cloudy,81,380,1.96
20,weekend,medium,cloudy,18,450,2.35
21,weekend,large,cloudy,63,120,2.3
23,weekend,medium,cloudy,57,450,2.29
23,weekday,small,cloudy,71,450,1.27
22,weekend,medium,cloudy,30,380,2.65
22,weekend,large,cloudy,83,450,1.54
21,weekday,large,cloudy,28,650,1.87
21,weekday,small,cloudy,7,650,1.15
23,weekend,medium,cloudy,22,650,2.68
22,weekday,medium,cloudy,17,900,1.67
20,weekday,medium,cloudy,37,450,1.53
21,weekday,medium,cloudy,2,450,2.04
20,weekday,large,cloudy,36,450,1.72
23,weekend,medium,cloudy,10,380,3.1
24,weekday,medium,cloudy,22,450,2.33
22,weekday,large,cloudy,77,120,1.65
22,weekday,small,cloudy,3,450,1.47
22,weekday,medium,cloudy,37,450,2.0
23,weekend,large,cloudy,63,120,2.85
24,weekend,medium,cloudy,38,650,2.49
21,weekday,large,cloudy,11,120,2.89
23,weekday,large,cloudy,11,380,2.86
23,weekend,medium,cloudy,7,450,3.3
21,weekday,medium,rain,27,900,1.68
22,weekday,large,cloudy,6,120,3.41
20,weekday,medium,cloudy,57,450,1.24
20,weekday,medium,cloudy,38,380,1.56
21,weekday,large,clear,51,120,2.02
22,weekend,medium,cloudy,78,450,1.62
21,weekday,large,cloudy,6,450,2.8
22,weekday,medium,cloudy,71,120,1.55
20,weekday,medium,clear,35,900,1.08
23,weekday,medium,cloudy,63,650,1.42
24,weekday,small,rain,90,900,1.15
21,weekday,small,cloudy,44,450,1.29
23,weekday,medium,cloudy,55,650,1.32
22,weekend,medium,cloudy,37,450,2.33
23,weekend,medium,cloudy,42,380,2.56
22,weekend,medium,cloudy,37,380,2.5
21,weekday,large,cloudy,68,380,1.47
19,weekday,medium,cloudy,21,450,1.64
21,weekday,medium,clear,68,120,1.43
20,weekend,small,cloudy,24,380,1.74
23,weekday,medium,cloudy,57,450,1.77
20,weekday,large,cloudy,19,380,2.24
22,weekend,medium,cloudy,2,650,2.66
21,weekend,medium,cloudy,68,380,1.64
20,weekend,large,cloudy,70,380,1.74
22,weekday,large,clear,36,120,2.35
21,weekday,large,cloudy,30,450,2.23
24,weekday,small,cloudy,29,650,1.38
24,weekday,medium,cloudy,53,450,1.78
20,weekend,large,cloudy,13,380,3.15
21,weekend,medium,cloudy,27,380,2.61
24,weekday,large,cloudy,29,900,2.01
22,weekday,small,cloudy,20,380,1.55
22,weekday,medium,clear,54,900,1.21
23,weekday,medium,cloudy,61,450,1.64
23,weekday,small,cloudy,33,450,1.5
20,weekday,medium,cloudy,67,380,1.22
23,weekday,medium,cloudy,86,900,1.0
22,weekday,medium,rain,67,120,1.87
23,weekend,medium,cloudy,22,120,3.42
21,weekend,medium,cloudy,2,120,3.36
22,weekday,medium,cloudy,23,450,1.77
24,weekend,medium,cloudy,30,650,2.52
22,weekend,large,cloudy,7,650,3.15
24,weekend,large,cloudy,2,900,3.18
19,weekend,medium,cloudy,10,380,2.54
19,weekday,medium,cloudy,28,120,1.81
22,weekday,large,cloudy,33,450,2.24
23,weekday,medium,cloudy,53,650,1.55
23,weekday,small,cloudy,57,450,1.29
22,weekday,small,cloudy,28,380,1.57
23,weekday,medium,clear,6,450,2.11
22,weekday,medium,cloudy,2,380,2.54
23,weekday,small,cloudy,1,450,1.61
21,weekend,medium,cloudy,66,120,2.09
22,weekday,small,cloudy,76,380,1.12
22,weekday,large,cloudy,84,380,1.29
22,weekday,large,cloudy,2,450,2.97
23,weekday,large,cloudy,19,380,2.64
22,weekday,medium,cloudy,44,380,1.73
23,weekend,medium,cloudy,48,120,2.68
23,weekday,small,cloudy,62,380,1.39
23,weekend,large,cloudy,73,450,1.88
23,weekday,medium,cloudy,32,650,1.51
22,weekday,medium,cloudy,33,650,1.77
23,weekday,medium,cloudy,51,450,1.79
22,weekend,large,cloudy,86,900,1.19
22,weekend,medium,cloudy,72,380,1.63
19,weekday,large,cloudy,18,650,1.89
23,weekend,large,cloudy,43,380,2.76
23,weekend,small,cloudy,69,380,1.68
22,weekday,medium,rain,68,120,1.88
24,weekend,medium,cloudy,54,380,2.59
24,weekday,small,cloudy,4,120,2.15
24,weekday,large,cloudy,60,450,2.0
21,weekday,medium,clear,77,450,1.1
23,weekday,small,cloudy,35,650,1.28
23,weekend,small,cloudy,18,120,2.56
21,weekend,small,cloudy,40,380,1.65
23,weekend,small,cloudy,47,380,2.04
22,weekday,medium,cloudy,81,650,1.05
24,weekday,medium,cloudy,55,120,2.1
22,weekend,medium,cloudy,64,450,1.84
23,weekend,medium,cloudy,4,650,2.68
22,weekday,medium,cloudy,42,650,1.57
22,weekday,medium,cloudy,49,120,2.0
23,weekday,medium,cloudy,57,380,1.81
22,weekday,medium,cloudy,11,650,2.06
19,weekday,small,cloudy,0,380,1.36
19,weekday,medium,cloudy,43,380,1.39
20,weekday,large,cloudy,80,650,1.0
23,weekday,small,cloudy,67,120,1.65
19,weekday,large,cloudy,1,450,2.2
21,weekend,small,cloudy,73,120,1.75
20,weekday,large,cloudy,61,380,1.53
20,weekday,medium,cloudy,64,900,1.02
22,weekday,medium,cloudy,19,450,1.96
22,weekday,medium,clear,81,450,1.07
21,weekend,medium,cloudy,16,650,2.07
20,weekday,large,cloudy,75,650,1.08
22,weekday,medium,cloudy,77,450,1.17
22,weekend,large,cloudy,86,900,1.18
23,weekday,medium,cloudy,18,380,2.47
20,weekend,medium,cloudy,84,380,1.37
22,weekday,small,cloudy,50,450,1.41
22,weekday,small,cloudy,25,900,1.12
21,weekend,small,cloudy,69,450,1.48
21,weekday,large,cloudy,68,650,1.26
23,weekend,medium,cloudy,78,380,1.57
23,weekend,small,cloudy,8,650,1.71
20,weekend,large,cloudy,19,380,2.99
22,weekday,medium,cloudy,3,380,2.34
20,weekday,large,cloudy,66,450,1.27
19,weekend,medium,cloudy,85,900,1.0
23,weekday,large,cloudy,88,380,1.32
23,weekend,medium,cloudy,85,380,1.73
21,weekday,medium,clear,56,650,1.2
21,weekend,small,cloudy,50,380,1.73
20,weekday,large,cloudy,7,450,2.22
20,weekday,large,cloudy,62,650,1.21
22,weekday,medium,cloudy,61,450,1.59
20,weekday,medium,cloudy,73,650,1.0
20,weekday,medium,cloudy,47,380,1.61
21,weekday,large,cloudy,78,650,1.14
20,weekday,medium,cloudy,49,650,1.29
22,weekday,small,cloudy,53,900,1.08
21,weekday,medium,cloudy,80,120,1.49
20,weekend,medium,cloudy,63,450,1.55
24,weekday,medium,cloudy,46,450,2.08
21,weekday,large,cloudy,14,120,2.96
21,weekday,small,cloudy,48,650,1.15
20,weekday,medium,clear,41,900,1.06
20,weekday,medium,clear,67,900,1.0
20,weekday,small,cloudy,63,120,1.25
23,weekday,medium,clear,72,120,1.59
21,weekday,small,cloudy,32,380,1.41
22,weekend,medium,cloudy,29,380,2.38
21,weekend,medium,cloudy,19,450,2.64
22,weekend,medium,cloudy,25,650,2.26
22,weekday,medium,clear,69,120,1.61
21,weekday,large,cloudy,16,380,2.38
22,weekend,large,cloudy,58,450,2.21
21,weekday,medium,cloudy,36,650,1.62
22,weekday,medium,cloudy,82,450,1.17
23,weekday,large,cloudy,83,120,1.42
23,weekday,large,cloudy,9,450,2.9
21,weekend,medium,cloudy,6,380,2.96
21,weekday,medium,cloudy,36,380,1.87
22,weekday,large,cloudy,17,380,2.66
21,weekday,medium,cloudy,30,380,1.81
23,weekend,small,cloudy,33,120,2.32
22,weekday,large,cloudy,44,650,1.68
21,weekday,large,cloudy,5,120,2.97
21,weekday,large,cloudy,10,120,3.41
19,weekday,medium,cloudy,26,380,1.64
23,weekend,medium,cloudy,14,650,2.79
22,weekend,small,cloudy,61,380,1.68
22,weekend,large,cloudy,23,450,3.35
22,weekday,medium,cloudy,69,900,1.08
21,weekend,small,cloudy,69,380,1.49
20,weekend,large,cloudy,84,380,1.43
23,weekday,medium,cloudy,76,900,1.07
23,weekend,large,cloudy,54,450,2.43
23,weekday,medium,cloudy,1,450,2.38
24,weekday,medium,cloudy,77,450,1.48
19,weekday,small,cloudy,29,450,1.16
22,weekend,medium,cloudy,76,650,1.47
21,weekend,medium,cloudy,34,650,1.94
23,weekend,small,cloudy,55,380,1.94
21,weekday,large,cloudy,11,380,2.85
22,weekday,medium,cloudy,51,380,1.89
20,weekend,small,cloudy,90,380,1.21
21,weekday,large,cloudy,23,650,2.04
21,weekday,large,cloudy,9,380,2.38
21,weekday,large,cloudy,5,120,3.34
21,weekday,large,cloudy,4,380,2.73
20,weekday,medium,cloudy,69,380,1.23
22,weekday,large,cloudy,13,380,3.04
23,weekday,large,cloudy,47,900,1.65
21,weekday,small,cloudy,11,120,1.79
21,weekday,medium,cloudy,59,450,1.41
22,weekend,small,cloudy,79,380,1.52
20,weekend,medium,cloudy,25,650,1.96
22,weekday,large,cloudy,18,120,3.4
21,weekend,small,cloudy,37,450,1.56
23,weekday,medium,cloudy,40,120,2.31
20,weekday,medium,cloudy,77,380,1.17
24,weekday,small,clear,43,900,1.03
23,weekend,large,cloudy,88,120,1.83
20,weekend,medium,cloudy,44,650,1.8
21,weekday,medium,cloudy,52,380,1.47
21,weekday,small,cloudy,58,650,1.14
22,weekday,medium,cloudy,1,380,2.54
20,weekday,medium,cloudy,21,450,1.82
22,weekend,medium,cloudy,76,450,1.62
22,weekday,medium,clear,83,120,1.25
22,weekday,medium,cloudy,75,380,1.36
22,weekend,medium,cloudy,71,120,2.07
22,weekday,large,cloudy,47,380,2.1
21,weekday,small,cloudy,60,450,1.19
21,weekend,medium,cloudy,24,900,1.86
20,weekday,medium,cloudy,64,650,1.1
22,weekday,small,cloudy,78,120,1.37
23,weekday,medium,cloudy,89,450,1.29
23,weekday,large,cloudy,88,380,1.14
23,weekday,large,cloudy,4,120,3.35
22,weekend,small,cloudy,63,380,1.74
21,weekday,medium,cloudy,30,900,1.34
23,weekday,large,clear,53,380,1.93
22,weekend,small,cloudy,59,380,1.69
23,weekday,medium,cloudy,58,650,1.45
20,weekday,medium,cloudy,78,450,1.12
22,weekday,medium,cloudy,45,380,1.87
21,weekday,medium,cloudy,48,380,1.61
22,weekday,large,cloudy,18,900,2.15
22,weekday,small,cloudy,72,380,1.31
21,weekend,medium,cloudy,64,120,2.11
23,weekend,large,cloudy,50,450,2.46
22,weekday,medium,cloudy,38,380,1.94
21,weekday,small,cloudy,75,380,1.01
21,weekday,small,cloudy,22,380,1.4
22,weekday,large,cloudy,18,650,2.36
23,weekday,small,cloudy,23,450,1.56
24,weekday,large,cloudy,18,650,2.5
22,weekday,large,cloudy,65,380,1.67
20,weekday,large,cloudy,16,900,1.57
